Song Name,Artist Name,Release Date (Spotify),Popularity Score (Spotify),Genre
Killshot,Magdalena Bay,2019-10-30,60,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Quem Me Dera,Márcia Fellipe,2018-10-16,54,['punjabi pop']
Somebody To Love,Queen,2018-10-19,66,"['classic rock', 'glam rock', 'rock']"
Badnam,Mankirt Aulakh,2017-09-21,45,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Ric Flair Drip (with Metro Boomin),Offset,2017-10-30,86,"['reggaeton', 'trap latino', 'urbano latino']"
Diosa,Myke Towers,2020-01-24,75,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
679 (feat. Remy Boyz),Fetty Wap,2015-06-29,78,"['latin viral pop', 'pop', 'r&b en espanol']"
DESPECHÁ,ROSALÍA,2022-07-28,80,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
No Guidance (feat. Drake),Chris Brown,2019-06-28,79,"['r&b', 'rap']"
يدك بالراس,نور الزين,2022-05-18,37,[]
bury a friend,Billie Eilish,2019-03-29,76,"['art pop', 'pop']"
Como Yo Le Doy - Spanglish Version,Pitbull,2015-07-17,66,[]
جيناك بهايه,ستيفن,2023-07-15,18,"['dance pop', 'miami hip hop', 'pop']"
Self Care,Mac Miller,2018-08-03,80,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
คำว่าฮักกัน มันเหี่ยถิ่มไส,Monkan Kankoon,2016-09-22,43,"['desi pop', 'modern bollywood']"
Baby Me Atende,Matheus Fernandes,2021-02-26,59,['thai folk pop']
Meri Aashiqui,Rochak Kohli,2020-06-03,56,"['arrocha', 'forro']"
Toulouse,Nicky Romero,2012-02-20,48,"['big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']"
O Que Houve? - Ao Vivo,Mano Walter,2016-10-21,23,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Starships,Nicki Minaj,2012-01-01,80,"['hip pop', 'pop', 'queens hip hop', 'rap']"
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,2016-05-27,63,"['girl group', 'pop', 'talent show']"
Meu Abrigo,Melim,2018-06-08,71,"['mpb', 'nova mpb', 'pop nacional']"
Hands To Myself,Selena Gomez,2015-10-09,71,"['pop', 'post-teen pop']"
Qué Caro Estoy Pagando,Los Plebes del Rancho de Ariel Camacho,2016-03-04,69,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']"
Tere Naam,Udit Narayan,2003-06-28,58,"['latin arena pop', 'latin pop', 'mexican pop']"
Unfaithful,Rihanna,2006-04-10,74,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']"
Llorar (feat. Mario Domm),Jesse & Joy,2012-02-21,49,"['pop', 'post-teen pop']"
Te Fuiste de Aquí,Reik,2012-06-22,65,['pop']
Lose You To Love Me,Selena Gomez,2020-01-10,82,"['chutney', 'filmi', 'odia pop']"
Love Me,Justin Bieber,2009-01-01,71,"['barbadian pop', 'pop', 'urban contemporary']"
The Way,Ariana Grande,2013-01-01,69,"['banda', 'mariachi', 'musica mexicana', 'norteno', 'ranchera']"
Seremos,El Bebeto,2019-02-08,71,"['brazilian hip hop', 'funk carioca', 'pop nacional', 'sertanejo universitario']"
Muleque De Vila - Ao Vivo,Projota,2016-05-27,61,"['canadian pop', 'pop']"
Ishq Tera Guru Randhawa,Rahul Kush,2022-06-17,9,"['barbadian pop', 'pop', 'urban contemporary']"
Rehab,Rihanna,2008-06-02,68,[]
Si te pudiera mentir,Futuro Caníbal,2023-11-17,36,['k-pop']
Stay With Me,CHANYEOL,2016-12-03,75,"['filmi', 'modern bollywood']"
"Jai Jai Shivshankar (From ""War"")",Vishal Dadlani,2019-09-21,57,[]
Hawayein,Pritam,2017-08-03,76,"['boy band', 'dance pop', 'pop rock']"
Truly Madly Deeply,Savage Garden,1997-03-04,72,"['filmi', 'indian instrumental', 'modern bollywood']"
Broccoli (feat. Lil Yachty),DRAM,2016-09-05,57,"['pop rap', 'trap', 'underground hip hop', 'viral trap', 'virginia hip hop']"
El Perdón (with Enrique Iglesias),Nicky Jam,2017-01-20,76,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Clocks,Coldplay,2002-08-08,84,"['permanent wave', 'pop']"
Se Te Nota (with Guaynaa),Lele Pons,2020-09-02,70,"['filmi', 'modern bollywood']"
Saiyaara,Sohail Sen,2012-07-16,72,"['latin pop', 'latin viral pop', 'viral pop']"
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,2006-09-12,75,"['dance pop', 'pop']"
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,2012-09-18,73,"['r&b', 'soul']"
Wonderwall,Oasis,2011-05-06,64,[]
Stronger,Kanye West,2007-09-11,84,"['new romantic', 'new wave', 'new wave pop', 'soft rock']"
ocean eyes,Billie Eilish,2017-12-22,85,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']"
Si Tu No Estas (In The Style Of Nicky Jam & de la Ghetto) [Tribute Version],Brava HitMakers,2015-01-23,4,"['chicago rap', 'hip hop', 'rap']"
Sunn Raha Hai,Shreya Ghoshal,2013-04-06,66,"['art pop', 'pop']"
My Love,Route 94,2014-02-28,76,"['house', 'uk dance']"
Telephone,Lady Gaga,2009-11-05,75,"['filmi', 'modern bollywood']"
Calypso,Luis Fonsi,2018-06-14,57,"['filmi', 'modern bollywood']"
Wake Me Up Before You Go-Go,Wham!,1984-10-23,82,['pop']
Kaun Tujhe,Palak Muchhal,2016-09-17,70,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
good 4 u,Olivia Rodrigo,2021-05-21,86,['pop']
Bad,Michael Jackson,1979,58,"['r&b', 'soul']"
Cuida Bem Dela / Aquela Pessoa - Ao Vivo Em Nova Iorque / 2022,Henrique & Juliano,2023-09-15,59,"['alternative metal', 'comic', 'funk metal', 'funk rock', 'nu metal', 'rap rock']"
The Bad Touch,Bloodhound Gang,1999-10-04,73,"['r&b', 'soul']"
Night Falls,Dove Cameron,2019-08-02,64,"['edm', 'german dance', 'pop dance', 'tropical house']"
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),Felix Jaehn,2018-02-16,75,"['reggaeton', 'urbano latino']"
Black or White,Michael Jackson,1991-11-13,71,"['punjabi pop', 'sufi']"
Si Veo a Tu Mamá,Bad Bunny,2020-02-29,79,"['reggaeton', 'trap latino', 'urbano latino']"
Ayer,DJ Nelson,2017-03-31,66,"['edm', 'house', 'indietronica', 'uk dance']"
Udaarian,Satinder Sartaaj,2018-11-29,66,"['dance pop', 'latin pop', 'mexican pop']"
Latch,Disclosure,2020-07-17,35,['panamanian pop']
Travesuras,LH,2021-12-10,40,"['detroit hip hop', 'hip hop', 'rap']"
Akh Lad Jaave,Badshah,2018-10-03,65,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
PPAP(Pen-Pineapple-Apple-Pen),PIKOTARO,2016-10-08,25,[]
Desesperados,Rauw Alejandro,2021-12-11,74,"['desi hip hop', 'desi trap', 'filmi', 'modern bollywood']"
Nunca Te Olvidaré,Enrique Iglesias,1998-09-22,66,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'ranchera', 'tropical']"
Like Toy Soldiers,Eminem,2004-11-12,71,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']"
17 Años,Los Ángeles Azules,2013-08-20,5,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
La Respuesta,Becky G,2019-04-19,58,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Big Poppa - 2007 Remaster,The Notorious B.I.G.,2007-03-05,72,[]
Salgamos,KEVIN ROLDAN,2017-01-20,69,['nyc rap']
Deixa Acontecer / Do Jeito Que Vida Quer / Coração Radiante / Compasso do Amor / Jogo de Sedução - Ao Vivo,Grupo Humildemente,2023-08-05,11,"['desi hip hop', 'desi trap', 'filmi', 'modern bollywood']"
Whoopty,CJ,2020-08-20,72,"['brazilian hip hop', 'trap brasileiro']"
Kar Gayi Chull,Badshah,2016-03-04,66,['canadian pop']
I'm Alive,Céline Dion,2002-03-22,71,"['eurodance', 'italo dance']"
L'Amour Toujours,Gigi D'Agostino,2001-05-23,77,"['french hip hop', 'french pop', 'r&b francais', 'rap conscient']"
Leão,Xamã,2020-12-14,43,"['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock', 'synthpop']"
Heart Of Glass,Blondie,2006-01-01,66,"['puerto rican pop', 'tropical']"
Est-ce que tu m'aimes ? - Pilule bleue,GIMS,2016-08-26,51,"['dance pop', 'pop']"
A Puro Dolor,Son By Four,2007-05-15,54,"['arrocha', 'sertanejo', 'sertanejo universitario']"
Amante Não Tem Lar - Ao Vivo,Marília Mendonça,2017-03-06,63,"['detroit hip hop', 'hip hop', 'rap']"
Hung Up,Madonna,2005-11-11,78,['lgbtq+ hip hop']
Beautiful,Eminem,2009-05-15,73,"['reggaeton', 'trap latino', 'urbano latino']"
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,80,"['atl hip hop', 'hip hop', 'rap']"
Si Se Da - Remix,Myke Towers,2019-08-02,78,"['rap dominicano', 'reggaeton', 'trap latino', 'urbano latino']"
New Flame (feat. Usher & Rick Ross),Chris Brown,2014-09-16,76,"['r&b', 'rap']"
Bank Account,21 Savage,2017-07-06,79,"['banda', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']"
Solo,Amenazzy,2017-09-19,76,"['comedie musicale', 'french movie tunes']"
¿Por Que Me Enamoré?,Ulices Chaidez,2023-11-10,24,"['k-pop', 'k-pop girl group', 'pop']"
"Libérée, Délivrée - De ""La Reine des Neiges""/Bande Originale Française",Anaïs Delva,2013-01-01,58,"['latin pop', 'puerto rican pop']"
Heart Shaker,TWICE,2017-12-11,66,"['art pop', 'dance pop', 'pop']"
So What,P!nk,2008-10-24,79,"['dance pop', 'pop']"
Want to Want Me,Jason Derulo,2015-05-29,80,['electro house']
Faded,Alan Walker,2015-12-04,73,"['dance pop', 'pop']"
Runnin' (Lose It All),Naughty Boy,2015-09-17,70,['uk contemporary r&b']
GATÚBELA,KAROL G,2022-08-26,76,"['thai folk pop', 'thai folk rock']"
Centuries,Fall Out Boy,2015-01-20,82,"['k-pop', 'k-rap', 'korean r&b']"
노래 (The Song),Zion.T,2017-02-01,48,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
"ขุนช้างฮ้างฮัก - From ""ไทบ้าน เดอะซีรีส์""",บอย พนมไพร,2017-05-19,49,"['emo', 'modern rock', 'pop', 'rock']"
اه لو لعبت يا زهر,احمد شماسنه,2023-05-01,5,[]
Aqui Estoy Yo,Luis Fonsi,2017-02-17,37,['cancion infantil mexicana']
I Am Your Gummy Bear (The Gummy Bear Song),Gummibär,2007-11-13,63,"['latin pop', 'puerto rican pop']"
Cuán lejos voy,Sara Paula Gómez Arias,2016-12-02,62,"['europop', 'talent show']"
Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Anitta,2017-12-18,66,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']"
Que Vuelvas,Carin Leon,2022-12-09,84,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']"
Superstar,Jamelia,2003-06-30,71,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
Chop Suey!,System Of A Down,2001-09-04,86,"['boy band', 'pop', 'post-teen pop', 'talent show']"
Saajanji Ghar Aaye,Kavita Krishnamurthy,1998-08-13,59,"['cali rap', 'pop rap']"
Habits (Stay High),Tove Lo,2014-09-24,78,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
Bonita,J Balvin,2017-06-02,74,"['classic bollywood', 'filmi']"
Mood (feat. iann dior),24kGoldn,2021-03-26,82,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
History,One Direction,2015-11-13,75,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']"
Good Time,Owl City,2012-08-17,79,"['indietronica', 'pop']"
La Boda,Aventura,2005-04-26,73,"['melodic rap', 'pluggnb', 'rap']"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,2019-09-06,68,"['dance pop', 'pop']"
Versace on the Floor,Bruno Mars,2016-11-17,82,['pop dance']
Ransom,Lil Tecca,2019-08-30,84,"['reggaeton', 'trap latino', 'urbano latino']"
You Don't Know Me,Ofenbach,2015,52,['movie tunes']
La Estrategia,Cali Y El Dandee,2017-07-28,65,"['colombian pop', 'electro latino', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
"Queen of Mean - From ""Descendants 3""/CLOUDxCITY Remix",Sarah Jeffery,2019-10-25,45,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
The Unforgiven,Metallica,1991-08-12,75,"['desi pop', 'filmi', 'modern bollywood']"
Buzz (feat. Badshah),Aastha Gill,2018-04-12,62,['cartoon']
Nothing Compares 2 U,Sinéad O'Connor,1990-07-01,77,"['lilith', 'new wave pop', 'singer-songwriter']"
Mejor Me Alejo,Banda MS de Sergio Lizárraga,2018-08-10,47,"['afro r&b', 'afrobeats']"
love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,2020-02-13,61,"['banda', 'musica mexicana', 'norteno']"
Gallan Goodiyaan,Yashita Sharma,2015-05-02,68,['modern bollywood']
Magic in the Air (feat. Ahmed Chawki),Magic System,2014-05-16,71,"['afropop', 'french pop', 'zouglou']"
Teri Mitti,B Praak,2019-03-18,54,"['desi pop', 'filmi', 'punjabi pop']"
Take Care,Drake,2011-11-15,79,['emo rap']
BILLY,6ix9ine,2018-04-10,66,"['argentine hip hop', 'bases de freestyle', 'trap argentino', 'trap latino', 'urbano latino']"
EL BAÑO,Enrique Iglesias,2018-01-12,63,"['dance pop', 'latin pop', 'mexican pop']"
Não Fala Não pra Mim - Ao Vivo,Humberto & Ronaldo,2019-10-11,28,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Mamichula - con Nicki Nicole,Trueno,2020-07-23,80,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Sim ou não (Participação especial de Maluma),Anitta,2016-07-28,58,"['filmi', 'modern bollywood']"
Chocolat (feat. Awa Imani),Lartiste,2016-12-09,61,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']"
Terre Pyaar Mein,Himesh Reshammiya,2021-08-20,47,"['french hip hop', 'pop urbaine']"
Monster,EXO,2016-06-09,68,['pop']
Duji Vaar Pyar,Sunanda Sharma,2019-01-01,61,"['dance pop', 'pop']"
1-800-273-8255 - Symphony Orchestra Version,Sir Robert Bryson Hall II,2023-09-08,4,"['desi hip hop', 'desi trap', 'filmi', 'modern bollywood']"
Physical,Dua Lipa,2020-03-27,77,"['irish rock', 'pop rock', 'rock']"
Boom Clap,Charli XCX,2015-02-09,61,['emo rap']
Batom de Cereja - Ao Vivo,Israel & Rodolffo,2021-01-29,68,"['k-pop', 'k-pop boy group', 'pop']"
Ella Baila Sola,Eslabon Armado,2023-03-16,87,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Agust D,Agust D,2016-08-16,66,"['k-pop', 'k-pop boy group']"
GUMMO,6ix9ine,2018-04-10,62,['punjabi pop']
ПЛАКАЛА,KAZKA,2018-04-27,53,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']"
Niégame Tres Veces - En Vivo,Silvestre Dangond,2015-04-22,45,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
"Rotten to the Core - From ""Descendants: Wicked World""",Sofia Carson,2015-01-01,46,[]
Kiss Me More (feat. SZA),Doja Cat,2021-04-09,78,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,2019-12-26,67,['k-rap']
Linger,The Cranberries,1993-03-01,82,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']"
TROLLZ,6ix9ine,2020-09-04,61,['emo rap']
Boy in Luv,BTS,2014-02-12,68,"['dance pop', 'pop', 'uk pop']"
Nunca Me Olvides,Yandel,2015-11-06,66,"['k-pop', 'k-pop boy group', 'pop']"
Nothin' on You (feat. Bruno Mars),B.o.B,2010-04-27,79,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
Quiero Repetir,Ozuna,2017-08-25,68,"['dfw rap', 'melodic rap', 'pop', 'rap']"
Go Flex,Post Malone,2016-12-09,80,"['thai folk rock', 'thai rock']"
God’s Menu,Stray Kids,2020-06-17,76,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
Na Hora de Amar - Ao Vivo,Gusttavo Lima,2018-10-26,65,"['classic arab pop', 'moroccan pop', 'rai']"
Chop Suey!,System Of A Down,2001-09-04,86,"['bachata', 'latin viral pop']"
C’est la vie,Khaled,2022-06-24,40,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
ใจ... กลางเมือง,Labanoon,2016-08-25,42,"['reggaeton', 'trap latino', 'urbano latino']"
Duro y Suave,Leslie Grace,2018-01-19,62,"['latin arena pop', 'latin pop']"
Vete,Bad Bunny,2020-02-29,75,[]
Tan Sólo Tú (feat. Alejandra Guzmán) - Franco De Vita en Primera Fila,Franco De Vita,2011-05-30,70,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']"
Jisoo - Flower - Keshasy Remix,Jisoo,2023-03-30,17,"['indonesian pop', 'indonesian pop rock']"
Midnight City,M83,2011-10-17,77,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']"
Asal Kau Bahagia,Armada,2018-02-23,71,"['hip hop', 'rap', 'slap house']"
Voy a Beber,Nicky Jam,2014-03-18,62,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
Jolene - Live,Miley Cyrus,2022-04-29,63,"['edm', 'pop', 'pop dance', 'tropical house']"
BUTTERFLY EFFECT,Travis Scott,2018-08-03,83,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Monster,Skillet,2009-08-21,80,['pop']
Kryptonite,3 Doors Down,2000,83,"['dance pop', 'pop']"
Let It Go,James Bay,2015-03-20,75,"['neo mellow', 'pop', 'uk pop']"
Stargazing,Kygo,2017-09-21,68,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']"
Oops!...I Did It Again,Britney Spears,2000-05-16,81,"['adoracao', 'brazilian gospel']"
Bang,Anitta,2015-10-13,60,"['desi hip hop', 'filmi', 'tamil hip hop']"
Ousado Amor,Isaias Saad,2022-12-13,47,"['pop', 'singer-songwriter pop', 'uk pop']"
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,2013-01-01,73,['garhwali pop']
Why This Kolaveri Di? - The Soup of Love,Anirudh Ravichander,2011-11-16,66,['dance pop']
I Wanna Love You,Akon,2022-03-04,65,"['permanent wave', 'soft rock', 'sophisti-pop']"
Desert Rose,Sting,1999-01-01,66,"['art pop', 'dance pop', 'pop']"
Applause,Lady Gaga,2013-11-11,79,[]
Ghungroo,Rohit Chauhan,2023-09-05,24,"['belgian edm', 'edm', 'pop dance', 'tropical house']"
Sóng Gió,Jack,2019-10-24,43,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Are You With Me,Lost Frequencies,2016-10-21,81,"['art pop', 'dance pop', 'pop']"
Just Dance,Lady Gaga,2008-01-01,82,['nhac thieu nhi']
Borro Cassette,Maluma,2015-10-30,81,"['dance pop', 'pop']"
I'm a Mess,Bebe Rexha,2018-06-22,74,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Xúc Xắc Xúc Xẻ,Bé Bảo An,2020-08-08,11,['pop']
All The Stars (with SZA),Kendrick Lamar,2018-02-09,86,"['filmi', 'modern bollywood']"
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987-06-02,83,"['reggaeton', 'trap colombiano', 'trap latino', 'urbano latino']"
Wajah Tum Ho,Armaan Malik,2015-11-04,61,"['argentine hip hop', 'trap argentino', 'trap latino', 'urbano latino']"
Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,2019-05-23,66,"['arab pop', 'lebanese pop']"
Jordan,Ryan Castro,2022-05-24,82,"['russian pop', 'ukrainian pop']"
Min Awel Dekika,Elissa,2022-05-04,62,"['colombian pop', 'vallenato', 'vallenato moderno']"
Girl on Fire,Alicia Keys,2012-11-18,79,"['neo soul', 'pop', 'r&b']"
Big Dick,Little Big,2015-12-19,61,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
Shut Up and Dance,WALK THE MOON,2014-12-02,85,"['hard bass', 'russian rave']"
Bad At Love,Halsey,2017-06-02,76,"['dance rock', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop rock']"
Better When I'm Dancin',Meghan Trainor,2015-10-14,76,"['europop', 'swedish pop', 'synthpop']"
Listen To Your Heart,Roxette,1988-10-21,76,"['hip pop', 'pop']"
กอดจูบลูบคลำ,L.กฮ.,2021-02-24,43,"['thai folk pop', 'thai folk rock']"
O Bebê,MC Kevinho,2018-09-11,55,[]
Mubarak Ho Mubarak Ho,Kumar Sanu,1994-05-16,17,"['k-pop', 'k-pop boy group']"
No Me Digas Que No,Made famous by Enrique Iglesias feat Wisin y Yandel,2010-12-30,6,"['filmi', 'modern bollywood']"
Just Right,GOT7,2015-07-13,61,"['funk carioca', 'funk ostentacao', 'funk pop', 'sertanejo universitario']"
Summertime Sadness,Lana Del Rey,2012-01-01,87,"['art pop', 'pop']"
Nothing's Gonna Stop Us Now,Starship,1987-07-27,81,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Poesia Acústica #3: Capricorniana,Pineapple StormTv,2017-11-04,69,"['corrido', 'sierreno']"
Chale,Eden Muñoz,2022-02-18,78,"['rap baiano', 'trap baiano']"
Además de Mí - Remix,Rusherking,2021-03-04,70,"['trap argentino', 'trap triste']"
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1979,82,"['boy band', 'pop', 'post-teen pop', 'talent show']"
Jar of Hearts,Christina Perri,2011-05-10,75,"['pop rap', 'rap', 'trap']"
Relación - Remix,Sech,2020-09-04,72,"['europop', 'swedish pop']"
"Kinna Sona (From ""Marjaavaan"")",Meet Bros.,2019-11-06,63,"['desi pop', 'filmi', 'modern bollywood']"
Mo Bamba,Sheck Wes,2018-10-05,80,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']"
Steal My Girl,One Direction,2014-11-17,81,['pop']
Good Life (with G-Eazy & Kehlani),G-Eazy,2017-03-17,66,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
La Gozadera (feat. Marc Anthony),Gente De Zona,2016-04-22,75,['london rap']
Man's Not Hot,Big Shaq,2017-09-22,63,"['cubaton', 'electro latino', 'latin hip hop', 'latin pop', 'reparto']"
Dear Mama,2Pac,1995-03-14,73,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Bandit (with YoungBoy Never Broke Again),Juice WRLD,2019-10-04,72,['japanese vgm']
Ramuloo Ramulaa,Anurag Kulkarni,2020-01-06,57,"['chicago rap', 'melodic rap', 'rap']"
Ambiente,J Balvin,2018-05-25,55,['tollywood']
Antidote,Travis Scott,2015-09-04,76,[]
ขอเวลาลืม ft.Ouiai,Aun Feeble Heart,2018-01-01,45,"['hip hop', 'rap', 'slap house']"
Faint Tracks,Yu-Peng Chen,2020-11-06,36,"['batidao romantico', 'sertanejo pop', 'sertanejo universitario']"
Tacones Rojos,Sebastian Yatra,2021-10-22,75,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
